분석인덱스,시도명,시군구명,행정동명,일반결제년월,결제금액,전월결제금액,결제변화비율
2279,경기도,용인시 처인구,중앙동,2020-01,73149422,76686873,-4.61
2280,경기도,용인시 처인구,중앙동,2020-02,83182958,73149422,13.72
2281,경기도,용인시 처인구,중앙동,2020-03,105454065,83182958,26.77
2282,경기도,용인시 처인구,포곡읍,2019-09,5979686,5979686,0.00
2283,경기도,용인시 처인구,포곡읍,2019-10,20676480,5979686,245.78
2284,경기도,용인시 처인구,포곡읍,2019-11,17597422,20676480,-14.89
2285,경기도,용인시 처인구,포곡읍,2019-12,26899174,17597422,52.86
2286,경기도,용인시 처인구,포곡읍,2020-01,23898035,26899174,-11.16
2287,경기도,용인시 처인구,포곡읍,2020-02,35359774,23898035,47.96
2288,경기도,용인시 처인구,포곡읍,2020-03,47387200,35359774,34.01
2289,경기도,의왕시,고천동,2020-01,5702300,5702300,0.00
2290,경기도,의왕시,고천동,2020-02,12516260,5702300,119.49
2291,경기도,의왕시,고천동,2020-03,20781250,12516260,66.03
2292,경기도,의왕시,내손1동,2020-01,8920910,8920910,0.00
2293,경기도,의왕시,내손1동,2020-02,19399765,8920910,117.46
2294,경기도,의왕시,내손1동,2020-03,26828595,19399765,38.29
2295,경기도,의왕시,내손2동,2020-01,3844220,3844220,0.00
2296,경기도,의왕시,내손2동,2020-02,9721010,3844220,152.87
2297,경기도,의왕시,내손2동,2020-03,15224350,9721010,56.61
2298,경기도,의왕시,부곡동,2020-01,15292065,15292065,0.00
2299,경기도,의왕시,부곡동,2020-02,25501923,15292065,66.77
2300,경기도,의왕시,부곡동,2020-03,41259783,25501923,61.79
2301,경기도,의왕시,오전동,2020-01,31129665,31129665,0.00
2302,경기도,의왕시,오전동,2020-02,46445540,31129665,49.20
2303,경기도,의왕시,오전동,2020-03,66740225,46445540,43.70
2304,경기도,의왕시,청계동,2020-01,11065895,11065895,0.00
2305,경기도,의왕시,청계동,2020-02,24386510,11065895,120.38
2306,경기도,의왕시,청계동,2020-03,50724759,24386510,108.00
2307,경기도,의정부시,가능1동,2019-09,16615830,16615830,0.00
2308,경기도,의정부시,가능1동,2019-10,53923293,16615830,224.53
2309,경기도,의정부시,가능1동,2019-11,60030403,53923293,11.33
2310,경기도,의정부시,가능1동,2019-12,85360468,60030403,42.20
2311,경기도,의정부시,가능1동,2020-01,81847012,85360468,-4.12
2312,경기도,의정부시,가능1동,2020-02,74705702,81847012,-8.73
2313,경기도,의정부시,가능1동,2020-03,82259666,74705702,10.11
2314,경기도,의정부시,가능2동,2019-09,195150,195150,0.00
2315,경기도,의정부시,가능2동,2019-10,544510,195150,179.02
2316,경기도,의정부시,가능2동,2019-11,1084000,544510,99.08
2317,경기도,의정부시,가능2동,2019-12,1669610,1084000,54.02
2318,경기도,의정부시,가능2동,2020-01,1275690,1669610,-23.59
2319,경기도,의정부시,가능2동,2020-02,1542980,1275690,20.95
2320,경기도,의정부시,가능2동,2020-03,2246650,1542980,45.60
2321,경기도,의정부시,가능동,2019-09,9758040,9758040,0.00
2322,경기도,의정부시,가능동,2019-10,27865170,9758040,185.56
2323,경기도,의정부시,가능동,2019-11,33271661,27865170,19.40
2324,경기도,의정부시,가능동,2019-12,45446193,33271661,36.59
2325,경기도,의정부시,가능동,2020-01,45745130,45446193,0.66
2326,경기도,의정부시,가능동,2020-02,47909290,45745130,4.73
2327,경기도,의정부시,가능동,2020-03,51539972,47909290,7.58
2328,경기도,의정부시,녹양동,2019-09,9494710,9494710,0.00
2329,경기도,의정부시,녹양동,2019-10,30348440,9494710,219.64
2330,경기도,의정부시,녹양동,2019-11,29391560,30348440,-3.15
2331,경기도,의정부시,녹양동,2019-12,45297225,29391560,54.12
2332,경기도,의정부시,녹양동,2020-01,40845160,45297225,-9.83
2333,경기도,의정부시,녹양동,2020-02,48818700,40845160,19.52
2334,경기도,의정부시,녹양동,2020-03,53063830,48818700,8.70
2335,경기도,의정부시,송산1동,2019-09,5142150,5142150,0.00
2336,경기도,의정부시,송산1동,2019-10,21549400,5142150,319.07
2337,경기도,의정부시,송산1동,2019-11,18556543,21549400,-13.89
2338,경기도,의정부시,송산1동,2019-12,29670531,18556543,59.89
2339,경기도,의정부시,송산1동,2020-01,27449830,29670531,-7.48
2340,경기도,의정부시,송산1동,2020-02,33425320,27449830,21.77
2341,경기도,의정부시,송산1동,2020-03,37155050,33425320,11.16
2342,경기도,의정부시,송산2동,2019-09,17917120,17917120,0.00
2343,경기도,의정부시,송산2동,2019-10,64158355,17917120,258.08
2344,경기도,의정부시,송산2동,2019-11,70342698,64158355,9.64
2345,경기도,의정부시,송산2동,2019-12,104788663,70342698,48.97
2346,경기도,의정부시,송산2동,2020-01,93660320,104788663,-10.62
2347,경기도,의정부시,송산2동,2020-02,101387783,93660320,8.25
2348,경기도,의정부시,송산2동,2020-03,110412651,101387783,8.90
2349,경기도,의정부시,송산3동,2019-09,17200595,17200595,0.00
2350,경기도,의정부시,송산3동,2019-10,58927055,17200595,242.59
2351,경기도,의정부시,송산3동,2019-11,62444650,58927055,5.97
2352,경기도,의정부시,송산3동,2019-12,90592207,62444650,45.08
2353,경기도,의정부시,송산3동,2020-01,96230333,90592207,6.22
2354,경기도,의정부시,송산3동,2020-02,115938266,96230333,20.48
2355,경기도,의정부시,송산3동,2020-03,135932205,115938266,17.25
2356,경기도,의정부시,신곡1동,2019-09,8907290,8907290,0.00
2357,경기도,의정부시,신곡1동,2019-10,26774417,8907290,200.59
2358,경기도,의정부시,신곡1동,2019-11,30777076,26774417,14.95
2359,경기도,의정부시,신곡1동,2019-12,46059180,30777076,49.65
2360,경기도,의정부시,신곡1동,2020-01,48002597,46059180,4.22
2361,경기도,의정부시,신곡1동,2020-02,51141670,48002597,6.54
2362,경기도,의정부시,신곡1동,2020-03,56851841,51141670,11.17
2363,경기도,의정부시,신곡2동,2019-09,17799568,17799568,0.00
2364,경기도,의정부시,신곡2동,2019-10,61521902,17799568,245.64
2365,경기도,의정부시,신곡2동,2019-11,68141770,61521902,10.76
2366,경기도,의정부시,신곡2동,2019-12,98976206,68141770,45.25
2367,경기도,의정부시,신곡2동,2020-01,85003284,98976206,-14.12
2368,경기도,의정부시,신곡2동,2020-02,95200140,85003284,12.00
2369,경기도,의정부시,신곡2동,2020-03,110135808,95200140,15.69
2370,경기도,의정부시,의정부1동,2019-09,21496240,21496240,0.00
2371,경기도,의정부시,의정부1동,2019-10,66541203,21496240,209.55
2372,경기도,의정부시,의정부1동,2019-11,75893393,66541203,14.05
2373,경기도,의정부시,의정부1동,2019-12,110195158,75893393,45.20
2374,경기도,의정부시,의정부1동,2020-01,104143112,110195158,-5.49
2375,경기도,의정부시,의정부1동,2020-02,99754786,104143112,-4.21
2376,경기도,의정부시,의정부1동,2020-03,108435630,99754786,8.70
2377,경기도,의정부시,의정부2동,2019-09,14813530,14813530,0.00
2378,경기도,의정부시,의정부2동,2019-10,55257480,14813530,273.02
2379,경기도,의정부시,의정부2동,2019-11,56312480,55257480,1.91
2380,경기도,의정부시,의정부2동,2019-12,89169484,56312480,58.35
2381,경기도,의정부시,의정부2동,2020-01,77018551,89169484,-13.63
2382,경기도,의정부시,의정부2동,2020-02,90748471,77018551,17.83
2383,경기도,의정부시,의정부2동,2020-03,95158824,90748471,4.86
2384,경기도,의정부시,의정부3동,2019-09,158100,158100,0.00
2385,경기도,의정부시,의정부3동,2019-10,147620,158100,-6.63
2386,경기도,의정부시,의정부3동,2019-11,675780,147620,357.78
2387,경기도,의정부시,의정부3동,2019-12,471050,675780,-30.30
2388,경기도,의정부시,의정부3동,2020-01,703690,471050,49.39
2389,경기도,의정부시,의정부3동,2020-02,752850,703690,6.99
2390,경기도,의정부시,의정부3동,2020-03,315950,752850,-58.03
2391,경기도,의정부시,자금동,2019-09,12075780,12075780,0.00
2392,경기도,의정부시,자금동,2019-10,40476396,12075780,235.19
2393,경기도,의정부시,자금동,2019-11,42536479,40476396,5.09
2394,경기도,의정부시,자금동,2019-12,69527928,42536479,63.45
2395,경기도,의정부시,자금동,2020-01,64117602,69527928,-7.78
2396,경기도,의정부시,자금동,2020-02,69737111,64117602,8.76
2397,경기도,의정부시,자금동,2020-03,70810148,69737111,1.54
2398,경기도,의정부시,장암동,2019-09,3531850,3531850,0.00
2399,경기도,의정부시,장암동,2019-10,11679230,3531850,230.68
2400,경기도,의정부시,장암동,2019-11,13144380,11679230,12.54
2401,경기도,의정부시,장암동,2019-12,20783760,13144380,58.12
2402,경기도,의정부시,장암동,2020-01,19215860,20783760,-7.54
2403,경기도,의정부시,장암동,2020-02,21078250,19215860,9.69
2404,경기도,의정부시,장암동,2020-03,26849350,21078250,27.38
2405,경기도,의정부시,호원1동,2019-09,10243850,10243850,0.00
2406,경기도,의정부시,호원1동,2019-10,26276293,10243850,156.51
2407,경기도,의정부시,호원1동,2019-11,30739890,26276293,16.99
2408,경기도,의정부시,호원1동,2019-12,43267010,30739890,40.75
2409,경기도,의정부시,호원1동,2020-01,37083980,43267010,-14.29
2410,경기도,의정부시,호원1동,2020-02,45053900,37083980,21.49
2411,경기도,의정부시,호원1동,2020-03,46807524,45053900,3.89
2412,경기도,의정부시,호원2동,2019-09,23195020,23195020,0.00
2413,경기도,의정부시,호원2동,2019-10,62141083,23195020,167.91
2414,경기도,의정부시,호원2동,2019-11,63001073,62141083,1.38
2415,경기도,의정부시,호원2동,2019-12,98099013,63001073,55.71
2416,경기도,의정부시,호원2동,2020-01,84643825,98099013,-13.72
2417,경기도,의정부시,호원2동,2020-02,88411381,84643825,4.45
2418,경기도,의정부시,호원2동,2020-03,95176418,88411381,7.65
2419,경기도,의정부시,흥선동,2019-09,3864050,3864050,0.00
2420,경기도,의정부시,흥선동,2019-10,15091570,3864050,290.56
2421,경기도,의정부시,흥선동,2019-11,16143230,15091570,6.97
2422,경기도,의정부시,흥선동,2019-12,23593163,16143230,46.15
2423,경기도,의정부시,흥선동,2020-01,23477322,23593163,-0.49
2424,경기도,의정부시,흥선동,2020-02,30023962,23477322,27.88
2425,경기도,의정부시,흥선동,2020-03,32112615,30023962,6.96
2426,경기도,이천시,관고동,2019-09,8335140,8335140,0.00
2427,경기도,이천시,관고동,2019-10,31544765,8335140,278.46
2428,경기도,이천시,관고동,2019-11,28913680,31544765,-8.34
2429,경기도,이천시,관고동,2019-12,40758750,28913680,40.97
2430,경기도,이천시,관고동,2020-01,49229806,40758750,20.78
2431,경기도,이천시,관고동,2020-02,45967979,49229806,-6.63
2432,경기도,이천시,관고동,2020-03,55748087,45967979,21.28
2433,경기도,이천시,대월면,2019-09,2741130,2741130,0.00
2434,경기도,이천시,대월면,2019-10,11460430,2741130,318.09
2435,경기도,이천시,대월면,2019-11,11509940,11460430,0.43
2436,경기도,이천시,대월면,2019-12,15132780,11509940,31.48
2437,경기도,이천시,대월면,2020-01,18424212,15132780,21.75
2438,경기도,이천시,대월면,2020-02,24199870,18424212,31.35
2439,경기도,이천시,대월면,2020-03,30659690,24199870,26.69
2440,경기도,이천시,마장면,2019-09,1608380,1608380,0.00
2441,경기도,이천시,마장면,2019-10,8019180,1608380,398.59
2442,경기도,이천시,마장면,2019-11,8359510,8019180,4.24
2443,경기도,이천시,마장면,2019-12,12571190,8359510,50.38
2444,경기도,이천시,마장면,2020-01,10898630,12571190,-13.30
2445,경기도,이천시,마장면,2020-02,15257046,10898630,39.99
2446,경기도,이천시,마장면,2020-03,17630739,15257046,15.56
2447,경기도,이천시,모가면,2019-09,635890,635890,0.00
2448,경기도,이천시,모가면,2019-10,1302220,635890,104.79
2449,경기도,이천시,모가면,2019-11,1913350,1302220,46.93
2450,경기도,이천시,모가면,2019-12,4139560,1913350,116.35
2451,경기도,이천시,모가면,2020-01,2974950,4139560,-28.13
2452,경기도,이천시,모가면,2020-02,3183090,2974950,7.00
2453,경기도,이천시,모가면,2020-03,3795740,3183090,19.25
2454,경기도,이천시,백사면,2019-09,2211610,2211610,0.00
2455,경기도,이천시,백사면,2019-10,7627040,2211610,244.86
2456,경기도,이천시,백사면,2019-11,6682000,7627040,-12.39
2457,경기도,이천시,백사면,2019-12,10438301,6682000,56.22
2458,경기도,이천시,백사면,2020-01,10024730,10438301,-3.96
2459,경기도,이천시,백사면,2020-02,14469810,10024730,44.34
2460,경기도,이천시,백사면,2020-03,20930390,14469810,44.65
2461,경기도,이천시,부발읍,2019-09,12879371,12879371,0.00
2462,경기도,이천시,부발읍,2019-10,43370702,12879371,236.75
2463,경기도,이천시,부발읍,2019-11,43220885,43370702,-0.35
2464,경기도,이천시,부발읍,2019-12,63113436,43220885,46.03
2465,경기도,이천시,부발읍,2020-01,63367850,63113436,0.40
2466,경기도,이천시,부발읍,2020-02,73995642,63367850,16.77
2467,경기도,이천시,부발읍,2020-03,81693099,73995642,10.40
2468,경기도,이천시,설성면,2019-09,40400,40400,0.00
2469,경기도,이천시,설성면,2019-10,558360,40400,1282.08
2470,경기도,이천시,설성면,2019-11,550756,558360,-1.36
2471,경기도,이천시,설성면,2019-12,1370834,550756,148.90
2472,경기도,이천시,설성면,2020-01,675960,1370834,-50.69
2473,경기도,이천시,설성면,2020-02,890452,675960,31.73
2474,경기도,이천시,설성면,2020-03,1219660,890452,36.97
2475,경기도,이천시,신둔면,2019-09,6291680,6291680,0.00
2476,경기도,이천시,신둔면,2019-10,25266640,6291680,301.59
2477,경기도,이천시,신둔면,2019-11,24277400,25266640,-3.92
2478,경기도,이천시,신둔면,2019-12,33015840,24277400,35.99
2479,경기도,이천시,신둔면,2020-01,36596612,33015840,10.85
2480,경기도,이천시,신둔면,2020-02,40776954,36596612,11.42
2481,경기도,이천시,신둔면,2020-03,41853820,40776954,2.64
2482,경기도,이천시,율면,2019-09,62400,62400,0.00
2483,경기도,이천시,율면,2019-10,847410,62400,1258.03
2484,경기도,이천시,율면,2019-11,148900,847410,-82.43
2485,경기도,이천시,율면,2019-12,949520,148900,537.69
2486,경기도,이천시,율면,2020-01,641360,949520,-32.45
2487,경기도,이천시,율면,2020-02,423350,641360,-33.99
2488,경기도,이천시,율면,2020-03,349200,423350,-17.52
2489,경기도,이천시,장호원읍,2019-09,2485490,2485490,0.00
2490,경기도,이천시,장호원읍,2019-10,8674460,2485490,249.00
2491,경기도,이천시,장호원읍,2019-11,10315460,8674460,18.92
2492,경기도,이천시,장호원읍,2019-12,13485925,10315460,30.74
2493,경기도,이천시,장호원읍,2020-01,16769200,13485925,24.35
2494,경기도,이천시,장호원읍,2020-02,17894231,16769200,6.71
2495,경기도,이천시,장호원읍,2020-03,17593420,17894231,-1.68
2496,경기도,이천시,중리동,2019-09,11576870,11576870,0.00
2497,경기도,이천시,중리동,2019-10,41496430,11576870,258.44
2498,경기도,이천시,중리동,2019-11,45903296,41496430,10.62
2499,경기도,이천시,중리동,2019-12,60125350,45903296,30.98
2500,경기도,이천시,중리동,2020-01,80424610,60125350,33.76
2501,경기도,이천시,중리동,2020-02,92579949,80424610,15.11
2502,경기도,이천시,중리동,2020-03,97568759,92579949,5.39
2503,경기도,이천시,증포동,2019-09,22381250,22381250,0.00
2504,경기도,이천시,증포동,2019-10,81608096,22381250,264.63
2505,경기도,이천시,증포동,2019-11,77405770,81608096,-5.15
2506,경기도,이천시,증포동,2019-12,117741250,77405770,52.11
2507,경기도,이천시,증포동,2020-01,126332970,117741250,7.30
2508,경기도,이천시,증포동,2020-02,138203184,126332970,9.40
2509,경기도,이천시,증포동,2020-03,143172508,138203184,3.60
2510,경기도,이천시,창전동,2019-09,19123200,19123200,0.00
2511,경기도,이천시,창전동,2019-10,83024711,19123200,334.16
2512,경기도,이천시,창전동,2019-11,71120620,83024711,-14.34
2513,경기도,이천시,창전동,2019-12,104201150,71120620,46.51
2514,경기도,이천시,창전동,2020-01,111376820,104201150,6.89
2515,경기도,이천시,창전동,2020-02,122104736,111376820,9.63
2516,경기도,이천시,창전동,2020-03,144674797,122104736,18.48
2517,경기도,이천시,호법면,2019-09,540150,540150,0.00
2518,경기도,이천시,호법면,2019-10,3314630,540150,513.65
2519,경기도,이천시,호법면,2019-11,2637210,3314630,-20.44
2520,경기도,이천시,호법면,2019-12,3807590,2637210,44.38
2521,경기도,이천시,호법면,2020-01,3980160,3807590,4.53
2522,경기도,이천시,호법면,2020-02,4257220,3980160,6.96
2523,경기도,이천시,호법면,2020-03,6817290,4257220,60.13
2524,경기도,파주시,광탄면,2019-09,636660,636660,0.00
2525,경기도,파주시,광탄면,2019-10,4464340,636660,601.21
2526,경기도,파주시,광탄면,2019-11,4511700,4464340,1.06
2527,경기도,파주시,광탄면,2019-12,7070820,4511700,56.72
2528,경기도,파주시,광탄면,2020-01,6978990,7070820,-1.30
2529,경기도,파주시,광탄면,2020-02,8442070,6978990,20.96
2530,경기도,파주시,광탄면,2020-03,11932770,8442070,41.35
2531,경기도,파주시,교하동,2019-09,28377360,28377360,0.00
2532,경기도,파주시,교하동,2019-10,103808110,28377360,265.81
2533,경기도,파주시,교하동,2019-11,84157712,103808110,-18.93
2534,경기도,파주시,교하동,2019-12,145638144,84157712,73.05
2535,경기도,파주시,교하동,2020-01,138529874,145638144,-4.88
2536,경기도,파주시,교하동,2020-02,156112020,138529874,12.69
2537,경기도,파주시,교하동,2020-03,176963647,156112020,13.36
2538,경기도,파주시,군내면,2019-09,700,700,0.00
2539,경기도,파주시,군내면,2019-10,119600,700,16985.71
2540,경기도,파주시,군내면,2019-11,321950,119600,169.19
2541,경기도,파주시,군내면,2019-12,301250,321950,-6.43
2542,경기도,파주시,군내면,2020-01,138150,301250,-54.14
2543,경기도,파주시,군내면,2020-02,210900,138150,52.66
2544,경기도,파주시,군내면,2020-03,228700,210900,8.44
2545,경기도,파주시,금촌1동,2019-09,18891241,18891241,0.00
2546,경기도,파주시,금촌1동,2019-10,89087385,18891241,371.58
2547,경기도,파주시,금촌1동,2019-11,83047283,89087385,-6.78
2548,경기도,파주시,금촌1동,2019-12,128652013,83047283,54.91
2549,경기도,파주시,금촌1동,2020-01,128529770,128652013,-0.10
2550,경기도,파주시,금촌1동,2020-02,148052956,128529770,15.19
2551,경기도,파주시,금촌1동,2020-03,160969430,148052956,8.72
2552,경기도,파주시,금촌2동,2019-09,28678730,28678730,0.00
2553,경기도,파주시,금촌2동,2019-10,110906240,28678730,286.72
2554,경기도,파주시,금촌2동,2019-11,104033853,110906240,-6.20
2555,경기도,파주시,금촌2동,2019-12,162998481,104033853,56.68
2556,경기도,파주시,금촌2동,2020-01,168683089,162998481,3.49
2557,경기도,파주시,금촌2동,2020-02,186492796,168683089,10.56
2558,경기도,파주시,금촌2동,2020-03,193263313,186492796,3.63
2559,경기도,파주시,금촌3동,2019-09,4687331,4687331,0.00
2560,경기도,파주시,금촌3동,2019-10,24786735,4687331,428.80
2561,경기도,파주시,금촌3동,2019-11,25122530,24786735,1.35
2562,경기도,파주시,금촌3동,2019-12,38121864,25122530,51.74
2563,경기도,파주시,금촌3동,2020-01,33988281,38121864,-10.84
2564,경기도,파주시,금촌3동,2020-02,43540645,33988281,28.10
2565,경기도,파주시,금촌3동,2020-03,49242340,43540645,13.10
2566,경기도,파주시,문산읍,2019-09,13456950,13456950,0.00
2567,경기도,파주시,문산읍,2019-10,57990435,13456950,330.93
2568,경기도,파주시,문산읍,2019-11,57442490,57990435,-0.94
2569,경기도,파주시,문산읍,2019-12,83935145,57442490,46.12
2570,경기도,파주시,문산읍,2020-01,85061346,83935145,1.34
2571,경기도,파주시,문산읍,2020-02,94027314,85061346,10.54
2572,경기도,파주시,문산읍,2020-03,99240105,94027314,5.54
2573,경기도,파주시,법원읍,2019-09,1517300,1517300,0.00
2574,경기도,파주시,법원읍,2019-10,5431910,1517300,258.00
2575,경기도,파주시,법원읍,2019-11,4606290,5431910,-15.20
2576,경기도,파주시,법원읍,2019-12,6752140,4606290,46.59
2577,경기도,파주시,법원읍,2020-01,7909440,6752140,17.14
2578,경기도,파주시,법원읍,2020-02,8950210,7909440,13.16
2579,경기도,파주시,법원읍,2020-03,11955901,8950210,33.58
2580,경기도,파주시,운정1동,2019-09,21165980,21165980,0.00
2581,경기도,파주시,운정1동,2019-10,89048030,21165980,320.71
2582,경기도,파주시,운정1동,2019-11,76281400,89048030,-14.34
2583,경기도,파주시,운정1동,2019-12,125662710,76281400,64.74
2584,경기도,파주시,운정1동,2020-01,128227754,125662710,2.04
2585,경기도,파주시,운정1동,2020-02,138524055,128227754,8.03
2586,경기도,파주시,운정1동,2020-03,149257233,138524055,7.75
2587,경기도,파주시,운정2동,2019-09,22155760,22155760,0.00
2588,경기도,파주시,운정2동,2019-10,88421081,22155760,299.09
2589,경기도,파주시,운정2동,2019-11,77731750,88421081,-12.09
2590,경기도,파주시,운정2동,2019-12,122971630,77731750,58.20
2591,경기도,파주시,운정2동,2020-01,123162222,122971630,0.15
2592,경기도,파주시,운정2동,2020-02,126603150,123162222,2.79
2593,경기도,파주시,운정2동,2020-03,139691112,126603150,10.34
2594,경기도,파주시,운정3동,2019-09,32880155,32880155,0.00
2595,경기도,파주시,운정3동,2019-10,126962119,32880155,286.14
2596,경기도,파주시,운정3동,2019-11,116436772,126962119,-8.29
2597,경기도,파주시,운정3동,2019-12,186512070,116436772,60.18
2598,경기도,파주시,운정3동,2020-01,184349970,186512070,-1.16
2599,경기도,파주시,운정3동,2020-02,198087718,184349970,7.45
2600,경기도,파주시,운정3동,2020-03,215412419,198087718,8.75
2601,경기도,파주시,월롱면,2019-09,7215052,7215052,0.00
2602,경기도,파주시,월롱면,2019-10,29797217,7215052,312.99
2603,경기도,파주시,월롱면,2019-11,29248105,29797217,-1.84
2604,경기도,파주시,월롱면,2019-12,45125468,29248105,54.29
2605,경기도,파주시,월롱면,2020-01,36243109,45125468,-19.68
2606,경기도,파주시,월롱면,2020-02,42928228,36243109,18.45
2607,경기도,파주시,월롱면,2020-03,50766768,42928228,18.26
2608,경기도,파주시,장단면,2019-09,700,700,0.00
2609,경기도,파주시,장단면,2019-10,119600,700,16985.71
2610,경기도,파주시,장단면,2019-11,321950,119600,169.19
2611,경기도,파주시,장단면,2019-12,301250,321950,-6.43
2612,경기도,파주시,장단면,2020-01,138150,301250,-54.14
2613,경기도,파주시,장단면,2020-02,210900,138150,52.66
2614,경기도,파주시,장단면,2020-03,228700,210900,8.44
2615,경기도,파주시,장단출장소,2019-09,700,700,0.00
2616,경기도,파주시,장단출장소,2019-10,119600,700,16985.71
2617,경기도,파주시,장단출장소,2019-11,321950,119600,169.19
2618,경기도,파주시,장단출장소,2019-12,301250,321950,-6.43
2619,경기도,파주시,장단출장소,2020-01,138150,301250,-54.14
2620,경기도,파주시,장단출장소,2020-02,210900,138150,52.66
2621,경기도,파주시,장단출장소,2020-03,228700,210900,8.44
2622,경기도,파주시,적성면,2019-09,1624460,1624460,0.00
2623,경기도,파주시,적성면,2019-10,7359120,1624460,353.02
2624,경기도,파주시,적성면,2019-11,7531650,7359120,2.34
2625,경기도,파주시,적성면,2019-12,9435010,7531650,25.27
2626,경기도,파주시,적성면,2020-01,11757190,9435010,24.61
2627,경기도,파주시,적성면,2020-02,9654920,11757190,-17.88
2628,경기도,파주시,적성면,2020-03,10148745,9654920,5.11
2629,경기도,파주시,조리읍,2019-09,5781410,5781410,0.00
2630,경기도,파주시,조리읍,2019-10,23216622,5781410,301.57
2631,경기도,파주시,조리읍,2019-11,20178659,23216622,-13.09
2632,경기도,파주시,조리읍,2019-12,37131282,20178659,84.01
2633,경기도,파주시,조리읍,2020-01,33935710,37131282,-8.61
2634,경기도,파주시,조리읍,2020-02,36137984,33935710,6.49
2635,경기도,파주시,조리읍,2020-03,40990770,36137984,13.43
2636,경기도,파주시,진동면,2019-09,700,700,0.00
2637,경기도,파주시,진동면,2019-10,119600,700,16985.71
2638,경기도,파주시,진동면,2019-11,321950,119600,169.19
2639,경기도,파주시,진동면,2019-12,301250,321950,-6.43
2640,경기도,파주시,진동면,2020-01,138150,301250,-54.14
2641,경기도,파주시,진동면,2020-02,210900,138150,52.66
2642,경기도,파주시,진동면,2020-03,228700,210900,8.44
2643,경기도,파주시,탄현면,2019-09,4753330,4753330,0.00
2644,경기도,파주시,탄현면,2019-10,19923297,4753330,319.14
2645,경기도,파주시,탄현면,2019-11,17242405,19923297,-13.46
2646,경기도,파주시,탄현면,2019-12,28778910,17242405,66.91
2647,경기도,파주시,탄현면,2020-01,29340057,28778910,1.95
2648,경기도,파주시,탄현면,2020-02,32741924,29340057,11.59
2649,경기도,파주시,탄현면,2020-03,40052975,32741924,22.33
2650,경기도,파주시,파주읍,2019-09,1289040,1289040,0.00
2651,경기도,파주시,파주읍,2019-10,7197210,1289040,458.34
2652,경기도,파주시,파주읍,2019-11,5504320,7197210,-23.52
2653,경기도,파주시,파주읍,2019-12,8129120,5504320,47.69
2654,경기도,파주시,파주읍,2020-01,9318545,8129120,14.63
2655,경기도,파주시,파주읍,2020-02,10972530,9318545,17.75
2656,경기도,파주시,파주읍,2020-03,14695203,10972530,33.93
2657,경기도,파주시,파평면,2019-09,666300,666300,0.00
2658,경기도,파주시,파평면,2019-10,1782720,666300,167.56
2659,경기도,파주시,파평면,2019-11,2109820,1782720,18.35
2660,경기도,파주시,파평면,2019-12,2053470,2109820,-2.67
2661,경기도,파주시,파평면,2020-01,3426050,2053470,66.84
2662,경기도,파주시,파평면,2020-02,2990660,3426050,-12.71
2663,경기도,파주시,파평면,2020-03,3922150,2990660,31.15
2664,경기도,평택시,서탄면,2019-09,12750,12750,0.00
2665,경기도,평택시,서탄면,2019-10,26350,12750,106.67
2666,경기도,평택시,송북동,2019-10,32000,32000,0.00
2667,경기도,평택시,송북동,2019-11,25000,32000,-21.88
2668,경기도,포천시,가산면,2019-12,556350,556350,0.00
2669,경기도,포천시,가산면,2020-01,2447550,556350,339.93
2670,경기도,포천시,가산면,2020-02,2092670,2447550,-14.50
2671,경기도,포천시,가산면,2020-03,3212508,2092670,53.51
2672,경기도,포천시,관인면,2019-12,280400,280400,0.00
2673,경기도,포천시,관인면,2020-01,360200,280400,28.46
2674,경기도,포천시,관인면,2020-02,806450,360200,123.89
2675,경기도,포천시,관인면,2020-03,1224000,806450,51.78
2676,경기도,포천시,군내면,2019-12,1130040,1130040,0.00
2677,경기도,포천시,군내면,2020-01,3823530,1130040,238.35
2678,경기도,포천시,군내면,2020-02,5267080,3823530,37.75
2679,경기도,포천시,군내면,2020-03,8600078,5267080,63.28
2680,경기도,포천시,내촌면,2019-12,693133,693133,0.00
2681,경기도,포천시,내촌면,2020-01,1024460,693133,47.80
2682,경기도,포천시,내촌면,2020-02,1729608,1024460,68.83
2683,경기도,포천시,내촌면,2020-03,3233717,1729608,86.96
2684,경기도,포천시,선단동,2019-12,3469360,3469360,0.00
2685,경기도,포천시,선단동,2020-01,4421740,3469360,27.45
2686,경기도,포천시,선단동,2020-02,7635410,4421740,72.68
2687,경기도,포천시,선단동,2020-03,11356470,7635410,48.73
2688,경기도,포천시,소흘읍,2019-12,13571556,13571556,0.00
2689,경기도,포천시,소흘읍,2020-01,19397750,13571556,42.93
2690,경기도,포천시,소흘읍,2020-02,33737020,19397750,73.92
2691,경기도,포천시,소흘읍,2020-03,48186722,33737020,42.83
2692,경기도,포천시,신북면,2019-12,2255940,2255940,0.00
2693,경기도,포천시,신북면,2020-01,4125670,2255940,82.88
2694,경기도,포천시,신북면,2020-02,7696770,4125670,86.56
2695,경기도,포천시,신북면,2020-03,15450743,7696770,100.74
2696,경기도,포천시,영북면,2019-12,1113720,1113720,0.00
2697,경기도,포천시,영북면,2020-01,2320990,1113720,108.40
2698,경기도,포천시,영북면,2020-02,3993862,2320990,72.08
2699,경기도,포천시,영북면,2020-03,6159117,3993862,54.21
2700,경기도,포천시,영중면,2019-12,506080,506080,0.00
