분석인덱스,시도명,시군구명,행정동명,일반결제년월,결제금액,전월결제금액,결제변화비율
387,경기도,광명시,광명2동,2019-09,1418130,1418130,0.00
388,경기도,광명시,광명2동,2019-10,5325210,1418130,275.51
389,경기도,광명시,광명2동,2019-11,6058200,5325210,13.76
390,경기도,광명시,광명2동,2019-12,6714910,6058200,10.84
391,경기도,광명시,광명2동,2020-01,8872520,6714910,32.13
392,경기도,광명시,광명2동,2020-02,10537990,8872520,18.77
393,경기도,광명시,광명2동,2020-03,15403670,10537990,46.17
394,경기도,광명시,광명3동,2019-09,7269010,7269010,0.00
395,경기도,광명시,광명3동,2019-10,27286320,7269010,275.38
396,경기도,광명시,광명3동,2019-11,26112641,27286320,-4.30
397,경기도,광명시,광명3동,2019-12,33692214,26112641,29.03
398,경기도,광명시,광명3동,2020-01,41465984,33692214,23.07
399,경기도,광명시,광명3동,2020-02,41118078,41465984,-0.84
400,경기도,광명시,광명3동,2020-03,51847960,41118078,26.10
401,경기도,광명시,광명4동,2019-09,5665990,5665990,0.00
402,경기도,광명시,광명4동,2019-10,26102490,5665990,360.69
403,경기도,광명시,광명4동,2019-11,22476040,26102490,-13.89
404,경기도,광명시,광명4동,2019-12,30151315,22476040,34.15
405,경기도,광명시,광명4동,2020-01,38884650,30151315,28.97
406,경기도,광명시,광명4동,2020-02,42839580,38884650,10.17
407,경기도,광명시,광명4동,2020-03,47023070,42839580,9.77
408,경기도,광명시,광명5동,2019-09,6519650,6519650,0.00
409,경기도,광명시,광명5동,2019-10,30801160,6519650,372.44
410,경기도,광명시,광명5동,2019-11,32257186,30801160,4.73
411,경기도,광명시,광명5동,2019-12,39438433,32257186,22.26
412,경기도,광명시,광명5동,2020-01,51838860,39438433,31.44
413,경기도,광명시,광명5동,2020-02,66608140,51838860,28.49
414,경기도,광명시,광명5동,2020-03,69879570,66608140,4.91
415,경기도,광명시,광명6동,2019-09,5426280,5426280,0.00
416,경기도,광명시,광명6동,2019-10,24181900,5426280,345.64
417,경기도,광명시,광명6동,2019-11,26394696,24181900,9.15
418,경기도,광명시,광명6동,2019-12,31222842,26394696,18.29
419,경기도,광명시,광명6동,2020-01,44957970,31222842,43.99
420,경기도,광명시,광명6동,2020-02,56574107,44957970,25.84
421,경기도,광명시,광명6동,2020-03,60593189,56574107,7.10
422,경기도,광명시,광명7동,2019-09,2740280,2740280,0.00
423,경기도,광명시,광명7동,2019-10,9589390,2740280,249.94
424,경기도,광명시,광명7동,2019-11,9231420,9589390,-3.73
425,경기도,광명시,광명7동,2019-12,11367090,9231420,23.13
426,경기도,광명시,광명7동,2020-01,14401430,11367090,26.69
427,경기도,광명시,광명7동,2020-02,21029310,14401430,46.02
428,경기도,광명시,광명7동,2020-03,24197642,21029310,15.07
429,경기도,광명시,소하1동,2019-09,12430960,12430960,0.00
430,경기도,광명시,소하1동,2019-10,40817430,12430960,228.35
431,경기도,광명시,소하1동,2019-11,39674189,40817430,-2.80
432,경기도,광명시,소하1동,2019-12,55165477,39674189,39.05
433,경기도,광명시,소하1동,2020-01,69440625,55165477,25.88
434,경기도,광명시,소하1동,2020-02,80053283,69440625,15.28
435,경기도,광명시,소하1동,2020-03,103078368,80053283,28.76
436,경기도,광명시,소하2동,2019-09,9376450,9376450,0.00
437,경기도,광명시,소하2동,2019-10,37243446,9376450,297.20
438,경기도,광명시,소하2동,2019-11,36622776,37243446,-1.67
439,경기도,광명시,소하2동,2019-12,50194780,36622776,37.06
440,경기도,광명시,소하2동,2020-01,56076088,50194780,11.72
441,경기도,광명시,소하2동,2020-02,80192746,56076088,43.01
442,경기도,광명시,소하2동,2020-03,95250880,80192746,18.78
443,경기도,광명시,철산1동,2019-09,1737650,1737650,0.00
444,경기도,광명시,철산1동,2019-10,7594677,1737650,337.07
445,경기도,광명시,철산1동,2019-11,6492910,7594677,-14.51
446,경기도,광명시,철산1동,2019-12,7226130,6492910,11.29
447,경기도,광명시,철산1동,2020-01,11185340,7226130,54.79
448,경기도,광명시,철산1동,2020-02,14604930,11185340,30.57
449,경기도,광명시,철산1동,2020-03,17663866,14604930,20.94
450,경기도,광명시,철산2동,2019-09,3548470,3548470,0.00
451,경기도,광명시,철산2동,2019-10,9498350,3548470,167.67
452,경기도,광명시,철산2동,2019-11,9635030,9498350,1.44
453,경기도,광명시,철산2동,2019-12,10494810,9635030,8.92
454,경기도,광명시,철산2동,2020-01,12454520,10494810,18.67
455,경기도,광명시,철산2동,2020-02,17435750,12454520,40.00
456,경기도,광명시,철산2동,2020-03,24173180,17435750,38.64
457,경기도,광명시,철산3동,2019-09,25757785,25757785,0.00
458,경기도,광명시,철산3동,2019-10,86025984,25757785,233.98
459,경기도,광명시,철산3동,2019-11,75137605,86025984,-12.66
460,경기도,광명시,철산3동,2019-12,115224408,75137605,53.35
461,경기도,광명시,철산3동,2020-01,133423086,115224408,15.79
462,경기도,광명시,철산3동,2020-02,158004790,133423086,18.42
463,경기도,광명시,철산3동,2020-03,173367865,158004790,9.72
464,경기도,광명시,철산4동,2019-09,2290630,2290630,0.00
465,경기도,광명시,철산4동,2019-10,6025520,2290630,163.05
466,경기도,광명시,철산4동,2019-11,7230475,6025520,20.00
467,경기도,광명시,철산4동,2019-12,8323810,7230475,15.12
468,경기도,광명시,철산4동,2020-01,12517340,8323810,50.38
469,경기도,광명시,철산4동,2020-02,15981478,12517340,27.67
470,경기도,광명시,철산4동,2020-03,16668290,15981478,4.30
471,경기도,광명시,필동,2019-09,1909640,1909640,0.00
472,경기도,광명시,필동,2019-10,5791570,1909640,203.28
473,경기도,광명시,필동,2019-11,6551771,5791570,13.13
474,경기도,광명시,필동,2019-12,9660870,6551771,47.45
475,경기도,광명시,필동,2020-01,11362510,9660870,17.61
476,경기도,광명시,필동,2020-02,9980070,11362510,-12.17
477,경기도,광명시,필동,2020-03,12092690,9980070,21.17
478,경기도,광명시,하안1동,2019-09,7328618,7328618,0.00
479,경기도,광명시,하안1동,2019-10,24942555,7328618,240.34
480,경기도,광명시,하안1동,2019-11,24557080,24942555,-1.55
481,경기도,광명시,하안1동,2019-12,36915343,24557080,50.32
482,경기도,광명시,하안1동,2020-01,39055370,36915343,5.80
483,경기도,광명시,하안1동,2020-02,51937110,39055370,32.98
484,경기도,광명시,하안1동,2020-03,56886260,51937110,9.53
485,경기도,광명시,하안2동,2019-09,2732330,2732330,0.00
486,경기도,광명시,하안2동,2019-10,8938450,2732330,227.14
487,경기도,광명시,하안2동,2019-11,9125740,8938450,2.10
488,경기도,광명시,하안2동,2019-12,12283400,9125740,34.60
489,경기도,광명시,하안2동,2020-01,18816020,12283400,53.18
490,경기도,광명시,하안2동,2020-02,24871750,18816020,32.18
491,경기도,광명시,하안2동,2020-03,35247970,24871750,41.72
492,경기도,광명시,하안3동,2019-09,10985000,10985000,0.00
493,경기도,광명시,하안3동,2019-10,30678535,10985000,179.28
494,경기도,광명시,하안3동,2019-11,34587806,30678535,12.74
495,경기도,광명시,하안3동,2019-12,42125242,34587806,21.79
496,경기도,광명시,하안3동,2020-01,50524045,42125242,19.94
497,경기도,광명시,하안3동,2020-02,58555850,50524045,15.90
498,경기도,광명시,하안3동,2020-03,61228511,58555850,4.56
499,경기도,광명시,하안4동,2019-09,1882060,1882060,0.00
500,경기도,광명시,하안4동,2019-10,6739820,1882060,258.11
501,경기도,광명시,하안4동,2019-11,5672480,6739820,-15.84
502,경기도,광명시,하안4동,2019-12,7610110,5672480,34.16
503,경기도,광명시,하안4동,2020-01,9059675,7610110,19.05
504,경기도,광명시,하안4동,2020-02,10895430,9059675,20.26
505,경기도,광명시,하안4동,2020-03,12815384,10895430,17.62
506,경기도,광명시,학온동,2019-09,680700,680700,0.00
507,경기도,광명시,학온동,2019-10,2554720,680700,275.31
508,경기도,광명시,학온동,2019-11,2763020,2554720,8.15
509,경기도,광명시,학온동,2019-12,4345780,2763020,57.28
510,경기도,광명시,학온동,2020-01,4039110,4345780,-7.06
511,경기도,광명시,학온동,2020-02,6123540,4039110,51.61
512,경기도,광명시,학온동,2020-03,5308860,6123540,-13.30
513,경기도,광주시,가락본동,2019-09,1601735,1601735,0.00
514,경기도,광주시,가락본동,2019-10,4507745,1601735,181.43
515,경기도,광주시,가락본동,2019-11,9134985,4507745,102.65
516,경기도,광주시,가락본동,2019-12,13886135,9134985,52.01
517,경기도,광주시,가락본동,2020-01,15038615,13886135,8.30
518,경기도,광주시,가락본동,2020-02,14696140,15038615,-2.28
519,경기도,광주시,가락본동,2020-03,25150950,14696140,71.14
520,경기도,광주시,경안동,2019-09,41365320,41365320,0.00
521,경기도,광주시,경안동,2019-10,212815969,41365320,414.48
522,경기도,광주시,경안동,2019-11,291512894,212815969,36.98
523,경기도,광주시,경안동,2019-12,409850462,291512894,40.59
524,경기도,광주시,경안동,2020-01,395784451,409850462,-3.43
525,경기도,광주시,경안동,2020-02,395432779,395784451,-0.09
526,경기도,광주시,경안동,2020-03,502366784,395432779,27.04
527,경기도,광주시,곤지암읍,2019-09,7686323,7686323,0.00
528,경기도,광주시,곤지암읍,2019-10,48439353,7686323,530.20
529,경기도,광주시,곤지암읍,2019-11,71887646,48439353,48.41
530,경기도,광주시,곤지암읍,2019-12,98040538,71887646,36.38
531,경기도,광주시,곤지암읍,2020-01,101186675,98040538,3.21
532,경기도,광주시,곤지암읍,2020-02,113416654,101186675,12.09
533,경기도,광주시,곤지암읍,2020-03,156764737,113416654,38.22
534,경기도,광주시,광남동,2019-09,26167626,26167626,0.00
535,경기도,광주시,광남동,2019-10,128264445,26167626,390.16
536,경기도,광주시,광남동,2019-11,176030701,128264445,37.24
537,경기도,광주시,광남동,2019-12,264325037,176030701,50.16
538,경기도,광주시,광남동,2020-01,244695547,264325037,-7.43
539,경기도,광주시,광남동,2020-02,267696669,244695547,9.40
540,경기도,광주시,광남동,2020-03,327908288,267696669,22.49
541,경기도,광주시,남종면,2019-09,372000,372000,0.00
542,경기도,광주시,남종면,2019-10,1774550,372000,377.03
543,경기도,광주시,남종면,2019-11,1054880,1774550,-40.56
544,경기도,광주시,남종면,2019-12,982100,1054880,-6.90
545,경기도,광주시,남종면,2020-01,1364100,982100,38.90
546,경기도,광주시,남종면,2020-02,1864100,1364100,36.65
547,경기도,광주시,남종면,2020-03,2944850,1864100,57.98
548,경기도,광주시,남한산성면,2019-09,902100,902100,0.00
549,경기도,광주시,남한산성면,2019-10,3584320,902100,297.33
550,경기도,광주시,남한산성면,2019-11,5184530,3584320,44.64
551,경기도,광주시,남한산성면,2019-12,5465860,5184530,5.43
552,경기도,광주시,남한산성면,2020-01,5122820,5465860,-6.28
553,경기도,광주시,남한산성면,2020-02,6678584,5122820,30.37
554,경기도,광주시,남한산성면,2020-03,10403179,6678584,55.77
555,경기도,광주시,도척면,2019-09,968920,968920,0.00
556,경기도,광주시,도척면,2019-10,6193200,968920,539.19
557,경기도,광주시,도척면,2019-11,11200695,6193200,80.85
558,경기도,광주시,도척면,2019-12,14394860,11200695,28.52
559,경기도,광주시,도척면,2020-01,13125174,14394860,-8.82
560,경기도,광주시,도척면,2020-02,14521429,13125174,10.64
561,경기도,광주시,도척면,2020-03,20171530,14521429,38.91
562,경기도,광주시,송정동,2019-09,53308804,53308804,0.00
563,경기도,광주시,송정동,2019-10,267619348,53308804,402.02
564,경기도,광주시,송정동,2019-11,359858737,267619348,34.47
565,경기도,광주시,송정동,2019-12,491378449,359858737,36.55
566,경기도,광주시,송정동,2020-01,501224870,491378449,2.00
567,경기도,광주시,송정동,2020-02,494086788,501224870,-1.42
568,경기도,광주시,송정동,2020-03,627277626,494086788,26.96
569,경기도,광주시,오포읍,2019-09,14458210,14458210,0.00
570,경기도,광주시,오포읍,2019-10,67129457,14458210,364.30
571,경기도,광주시,오포읍,2019-11,109591006,67129457,63.25
572,경기도,광주시,오포읍,2019-12,160183971,109591006,46.17
573,경기도,광주시,오포읍,2020-01,163967769,160183971,2.36
574,경기도,광주시,오포읍,2020-02,167263374,163967769,2.01
575,경기도,광주시,오포읍,2020-03,238955848,167263374,42.86
576,경기도,광주시,초월읍,2019-09,16022443,16022443,0.00
577,경기도,광주시,초월읍,2019-10,70914928,16022443,342.60
578,경기도,광주시,초월읍,2019-11,99455939,70914928,40.25
579,경기도,광주시,초월읍,2019-12,141372293,99455939,42.15
580,경기도,광주시,초월읍,2020-01,137693193,141372293,-2.60
581,경기도,광주시,초월읍,2020-02,147245375,137693193,6.94
582,경기도,광주시,초월읍,2020-03,205869417,147245375,39.81
583,경기도,광주시,퇴촌면,2019-09,5407530,5407530,0.00
584,경기도,광주시,퇴촌면,2019-10,25247930,5407530,366.90
585,경기도,광주시,퇴촌면,2019-11,33538165,25247930,32.84
586,경기도,광주시,퇴촌면,2019-12,45894309,33538165,36.84
587,경기도,광주시,퇴촌면,2020-01,49946913,45894309,8.83
588,경기도,광주시,퇴촌면,2020-02,53333347,49946913,6.78
589,경기도,광주시,퇴촌면,2020-03,77380746,53333347,45.09
590,경기도,구리시,갈매동,2019-09,13377080,13377080,0.00
591,경기도,구리시,갈매동,2019-10,43786555,13377080,227.33
592,경기도,구리시,갈매동,2019-11,33120260,43786555,-24.36
593,경기도,구리시,갈매동,2019-12,58151345,33120260,75.58
594,경기도,구리시,갈매동,2020-01,53408840,58151345,-8.16
595,경기도,구리시,갈매동,2020-02,48717884,53408840,-8.78
596,경기도,구리시,갈매동,2020-03,66872995,48717884,37.27
597,경기도,구리시,공릉2동,2019-09,430650,430650,0.00
598,경기도,구리시,공릉2동,2019-10,1480600,430650,243.81
599,경기도,구리시,공릉2동,2019-11,851300,1480600,-42.50
600,경기도,구리시,공릉2동,2019-12,1238790,851300,45.52
601,경기도,구리시,공릉2동,2020-01,1501610,1238790,21.22
602,경기도,구리시,공릉2동,2020-02,1602950,1501610,6.75
603,경기도,구리시,공릉2동,2020-03,2315310,1602950,44.44
604,경기도,구리시,교문1동,2019-09,12635330,12635330,0.00
605,경기도,구리시,교문1동,2019-10,50712550,12635330,301.36
606,경기도,구리시,교문1동,2019-11,40372910,50712550,-20.39
607,경기도,구리시,교문1동,2019-12,69520200,40372910,72.20
608,경기도,구리시,교문1동,2020-01,62982000,69520200,-9.40
609,경기도,구리시,교문1동,2020-02,80013318,62982000,27.04
610,경기도,구리시,교문1동,2020-03,112321512,80013318,40.38
611,경기도,구리시,교문2동,2019-09,3629980,3629980,0.00
612,경기도,구리시,교문2동,2019-10,13454300,3629980,270.64
613,경기도,구리시,교문2동,2019-11,10416500,13454300,-22.58
614,경기도,구리시,교문2동,2019-12,17522660,10416500,68.22
615,경기도,구리시,교문2동,2020-01,20901832,17522660,19.28
616,경기도,구리시,교문2동,2020-02,23583093,20901832,12.83
617,경기도,구리시,교문2동,2020-03,27008903,23583093,14.53
618,경기도,구리시,동구동,2019-09,15374900,15374900,0.00
619,경기도,구리시,동구동,2019-10,62669380,15374900,307.61
620,경기도,구리시,동구동,2019-11,51010190,62669380,-18.60
621,경기도,구리시,동구동,2019-12,87258450,51010190,71.06
622,경기도,구리시,동구동,2020-01,79998380,87258450,-8.32
623,경기도,구리시,동구동,2020-02,84563578,79998380,5.71
624,경기도,구리시,동구동,2020-03,127351963,84563578,50.60
625,경기도,구리시,수택1동,2019-09,10597050,10597050,0.00
626,경기도,구리시,수택1동,2019-10,38648700,10597050,264.71
627,경기도,구리시,수택1동,2019-11,36439523,38648700,-5.72
628,경기도,구리시,수택1동,2019-12,51377280,36439523,40.99
